link,title,score,release_date,rating,description,directors,writers,actors,critic_reviews_total_count,critic_reviews_overall_score,critic_reviews_positive_count,critic_reviews_positive_percent,critic_reviews_mixed_count,critic_reviews_mixed_percent,critic_reviews_negative_count,critic_reviews_negative_percent,user_reviews_overall_score,user_reviews_total_count,user_reviews_positive_count,user_reviews_positive_percent,user_reviews_mixed_count,user_reviews_mixed_percent,user_reviews_negative_count,user_reviews_negative_percent,production_companies,duration,genres,website,awards
https://www.metacritic.com/movie/rififi-re-release/,47.Rififi (re-release),97,"Jul 21, 2000",Unknown,"A reissue of a classic French caper thriller in which Tony, fresh out of prison, teams with three cohorts to pull off a major jewel heist which goes awry. The film's title is slang for ""rough stuff,"" and it's robbery sequence is famous for its exciting, completely silent robbery scene.",Jules Dassin,"Auguste Le Breton, Jules Dassin, René Wheeler","[{'name': 'Jean Servais', 'role': 'Tony le Stéphanois'}, {'name': 'Carl Möhner', 'role': 'Jo le suédois'}, {'name': 'Robert Manuel', 'role': 'Mario Ferrati'}, {'name': 'Janine Darcey', 'role': 'Louise'}, {'name': 'Pierre Grasset', 'role': 'Louis Grutter dit le Tatoué'}, {'name': 'Robert Hossein', 'role': 'Rémi Grutter'}, {'name': 'Marcel Lupovici', 'role': 'Pierre Grutter'}, {'name': 'Dominique Maurin', 'role': 'Tonio - le petit garçon de Jo et Louise'}, {'name': 'Magali Noël', 'role': ""Viviane - la chanteuse de 'L'Age D'Or'""}, {'name': 'Marie Sabouret', 'role': 'Mado les Grands Bras'}, {'name': 'Claude Sylvain', 'role': 'Ida Ferrati'}, {'name': 'Jules Dassin', 'role': 'César le milanais'}, {'name': 'Armandel', 'role': 'Second Gambler'}, {'name': 'Alain Bouvette', 'role': ""Le serveur de 'L'Age D'Or'""}, {'name': 'Alice Garan', 'role': 'Une fille'}, {'name': 'André Dalibert', 'role': 'Webb - le bijoutier'}, {'name': 'Jacques David', 'role': 'Le commissaire'}, {'name': 'Émile Genevois', 'role': 'Charlie'}, {'name': 'Marcelle Hainia', 'role': 'La femme de Frédo'}, {'name': 'Marcel Lesieur', 'role': 'Frédo'}]",13.0,97.0,13.0,100.0,0.0,0.0,0.0,0.0,8.0,60.0,52.0,87.0,6.0,10.0,2.0,3.0,"Pathé Consortium Cinéma, Indusfilms, Société Nouvelle Pathé Cinéma, Primafilm",2 h 2 m,"Crime, Drama, Thriller",Unknown,"New York Film Critics Circle Awards New York Film Critics Circle Awards, Cannes Film Festival Cannes Film Festival, French Syndicate of Cinema Critics French Syndicate of Cinema Critics"
https://www.metacritic.com/movie/4-months-3-weeks-and-2-days/,"48.4 Months, 3 Weeks and 2 Days",97,"Jan 23, 2008",Unknown,"During the final days of communism in Romania, two college roommates Otilia and Gabita are busy preparing for a night away. But rather than planning for a holiday, they are making arrangements for Gabita's illegal abortion and unwittingly, both find themselves burrowing deep down a rabbit hole of unexpected revelations. [IFC Films]",Cristian Mungiu,Cristian Mungiu,"[{'name': 'Anamaria Marinca', 'role': 'Otilia Mihartescu'}, {'name': 'Laura Vasiliu', 'role': 'Gabita Dragut'}, {'name': 'Vlad Ivanov', 'role': 'Viorel Bebe'}, {'name': 'Alexandru Potocean', 'role': 'Adi Radu'}, {'name': 'Luminita Gheorghiu', 'role': 'Gina Radu'}, {'name': 'Adi Carauleanu', 'role': 'Dr. Radu'}, {'name': 'Liliana Mocanu', 'role': 'Unireal Hotel Receptionist'}, {'name': 'Tania Popa', 'role': 'Night Receptionist'}, {'name': 'Teodor Corban', 'role': 'Unireal Hotel Receptionist'}, {'name': 'Cerasela Iosifescu', 'role': 'Tineretului Hotel Receptionist'}, {'name': 'Doru Ana', 'role': 'Benzanirul'}, {'name': 'Eugenia Bosânceanu', 'role': ""Viorel Bebe's Mother""}, {'name': 'Ion Sapdaru', 'role': 'Dr. Rusu'}, {'name': 'Cristina Burbuz', 'role': 'Marie-Jeanne Rusu'}, {'name': 'Marioara Sterian', 'role': 'Adela Racoviceanu'}, {'name': 'Emil Coseru', 'role': 'Dr. Racoviceanu'}, {'name': 'Georgeta Paduraru Burdujan', 'role': 'Mrs. Aldea'}, {'name': 'Geo Dobre', 'role': 'Dr. Aldea'}, {'name': 'Madalina Ghitescu', 'role': 'Dora'}, {'name': 'Catalina Harabagiu', 'role': 'Mihaela'}]",37.0,97.0,37.0,100.0,0.0,0.0,0.0,0.0,8.0,261.0,220.0,84.0,27.0,10.0,14.0,5.0,"Mobra Films, Centrul National al Cinematografiei (CNC), Mindshare Media, BV McCann-Erickson, Televiziunea Romana (TVR1), Fundatiei Anonimul, Saga Film, Hubert Bals Fund",1 h 53 m,Drama,http://www.ifcfilms.com/films/4-months-3-weeks-2-days,"Golden Globes, USA Golden Globes, USA, Gopo Awards, Romania Gopo Awards, Romania, International Cinephile Society Awards International Cinephile Society Awards"
https://www.metacritic.com/movie/parasite/,49.Parasite,97,"Oct 11, 2019",R,"Meet the Park Family: the picture of aspirational wealth. And the Kim Family, rich in street smarts but not much else. Be it chance or fate, these two houses are brought together and the Kims sense a golden opportunity. Masterminded by college-aged Ki-woo, the Kim children expediently install themselves as tutor and art therapist, to the Parks. Soon, a symbiotic relationship forms between the two families. The Kims provide “indispensable” luxury services while the Parks obliviously bankroll their entire household. When a parasitic interloper threatens the Kims’ newfound comfort, a savage, underhanded battle for dominance breaks out, threatening to destroy the fragile ecosystem between the Kims and the Parks. [Neon]",Bong Joon Ho,"Bong Joon Ho, Han Jin-won","[{'name': 'Song Kang-ho', 'role': 'Ki Taek'}, {'name': 'Lee Sun-kyun', 'role': 'Dong-ik'}, {'name': 'Cho Yeo-jeong', 'role': 'Yeon Kyo'}, {'name': 'Choi Woo-sik', 'role': 'Ki Woo'}, {'name': 'Park So-dam', 'role': 'Ki Jung'}, {'name': 'Lee Jeong-eun', 'role': 'Moon Gwang'}, {'name': 'Jang Hye-jin', 'role': 'Chung Sook'}, {'name': 'Park Myeong-hoon', 'role': 'Geun Se'}, {'name': 'Jung Ji-so', 'role': 'Da Hye'}, {'name': 'Jung Hyun-jun', 'role': 'Da Song'}, {'name': 'Park Keun-rok', 'role': 'Driver Yoon'}, {'name': 'Jung Yi-seo', 'role': 'CEO of Pizza Place'}, {'name': 'Jo Jae-myeong', 'role': ""CEO's Brother of Pizza Place""}, {'name': 'Jung Ik-han', 'role': 'Neighbor'}, {'name': 'Kim Kyu-baek', 'role': 'Drunk Person 1'}, {'name': 'Hwang In-kyung', 'role': 'Internet Cafe Staff'}, {'name': 'Ahn Seong-bong', 'role': 'Street Fighting Person 1'}, {'name': 'Kim Jin-hyung', 'role': 'Street Fighting Person 2'}, {'name': 'Yoon Young-woo', 'role': 'Mercedes Benz Dealer'}, {'name': 'JaeWook Park', 'role': 'VR Expert'}]",56.0,97.0,56.0,100.0,0.0,0.0,0.0,0.0,8.0,84.0,2078.0,92.0,111.0,5.0,79.0,3.0,Barunson E&A,2 h 12 m,"Drama, Thriller",https://www.barunsonena.com/en/contents/10,"Academy Awards, USA Academy Awards, USA, Golden Globes, USA Golden Globes, USA, Gold Derby Awards Gold Derby Awards"
https://www.metacritic.com/movie/battleship-potemkin/,50.Battleship Potemkin,97,"Dec 5, 1926",TV-14,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Sergei Eisenstein,"Nina Agadzhanova, Sergei Eisenstein, Grigoriy Aleksandrov, Nikolay Aseev, Sergey Tretyakov","[{'name': 'Aleksandr Antonov', 'role': 'Grigory Vakulinchuk'}, {'name': 'Vladimir Barskiy', 'role': 'Commander Golikov'}, {'name': 'Grigoriy Aleksandrov', 'role': 'Chief Officer Giliarovsky'}, {'name': 'Ivan Bobrov', 'role': 'Young Sailor Flogged While Sleeping'}, {'name': 'Mikhail Gomorov', 'role': 'Militant Sailor'}, {'name': 'Aleksandr Levshin', 'role': 'Petty Officer'}, {'name': 'Nina Poltavtseva', 'role': 'Woman With Pince-nez'}, {'name': 'Konstantin Feldman', 'role': 'Student Agitator'}, {'name': 'Prokhorenko', 'role': 'Mother Carrying Wounded Boy'}, {'name': 'A. Glauberman', 'role': 'Wounded Boy'}, {'name': 'Beatrice Vitoldi', 'role': 'Woman With Baby Carriage'}, {'name': 'Daniil Antonovich', 'role': 'Sailor'}, {'name': 'Iona Biy-Brodskiy', 'role': 'Student'}, {'name': 'Julia Eisenstein', 'role': 'Woman with Food for Sailors'}, {'name': 'Sergei Eisenstein', 'role': 'Odessa Citizen'}, {'name': 'Andrey Fayt', 'role': 'Recruit'}, {'name': 'Korobey', 'role': 'Legless Veteran'}, {'name': 'Marusov', 'role': 'Officer'}, {'name': 'Protopopov', 'role': 'Old Man'}, {'name': 'Repnikova', 'role': 'Woman on the Steps'}]",22.0,97.0,22.0,100.0,0.0,0.0,0.0,0.0,8.0,72.0,63.0,88.0,3.0,4.0,6.0,8.0,Mosfilm,1 h 15 m,"Drama, History, Thriller, War",Unknown,Online Film & Television Association Online Film & Television Association
https://www.metacritic.com/movie/a-streetcar-named-desire/,51.A Streetcar Named Desire,97,"Sep 19, 1951",PG,Disturbed Blanche DuBois (Vivien Leigh) moves in with her sister in New Orleans and is tormented by her brutish brother-in-law (Marlon Brando) while her reality crumbles around her.,Elia Kazan,"Tennessee Williams, Oscar Saul","[{'name': 'Vivien Leigh', 'role': 'Blanche'}, {'name': 'Marlon Brando', 'role': 'Stanley'}, {'name': 'Kim Hunter', 'role': 'Stella'}, {'name': 'Karl Malden', 'role': 'Mitch'}, {'name': 'Rudy Bond', 'role': 'Steve'}, {'name': 'Nick Dennis', 'role': 'Pablo'}, {'name': 'Peg Hillias', 'role': 'Eunice'}, {'name': 'Wright King', 'role': 'A Collector'}, {'name': 'Richard Garrick', 'role': 'A Doctor'}, {'name': 'Ann Dere', 'role': 'The Matron'}, {'name': 'Edna Thomas', 'role': 'The Mexican Woman'}, {'name': 'Mickey Kuhn', 'role': 'A Sailor'}, {'name': 'James Adamson', 'role': 'Extra'}, {'name': 'Irene Allen', 'role': 'Extra'}, {'name': 'Mel Archer', 'role': 'Foreman'}, {'name': 'Joe Bacon', 'role': 'Extra'}, {'name': 'Walter Bacon', 'role': 'Club Patron'}, {'name': 'Dahn Ben Amotz', 'role': 'Minor Role'}, {'name': 'Wesley Bly', 'role': 'Extra'}, {'name': 'Joe Brooks', 'role': 'Worker'}]",20.0,97.0,19.0,95.0,0.0,5.0,0.0,0.0,8.0,97.0,86.0,89.0,8.0,8.0,3.0,3.0,"Charles K. Feldman Group, Warner Bros.",2 h 2 m,Drama,Unknown,"Academy Awards, USA Academy Awards, USA, Golden Globes, USA Golden Globes, USA, Photoplay Awards Photoplay Awards"
https://www.metacritic.com/movie/the-maltese-falcon/,52.The Maltese Falcon,97,"Oct 18, 1941",TV-PG,"A private detective (Humphrey Bogart) takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",John Huston,"John Huston, Dashiell Hammett","[{'name': 'Humphrey Bogart', 'role': 'Samuel Spade'}, {'name': 'Mary Astor', 'role': ""Brigid O'Shaughnessy""}, {'name': 'Gladys George', 'role': 'Iva Archer'}, {'name': 'Peter Lorre', 'role': 'Joel Cairo'}, {'name': 'Barton MacLane', 'role': 'Lt. of Detectives Dundy'}, {'name': 'Lee Patrick', 'role': 'Effie Perine'}, {'name': 'Sydney Greenstreet', 'role': 'Kasper Gutman'}, {'name': 'Ward Bond', 'role': 'Detective Tom Polhaus'}, {'name': 'Jerome Cowan', 'role': 'Miles Archer'}, {'name': 'Elisha Cook Jr.', 'role': 'Wilmer Cook'}, {'name': 'James Burke', 'role': 'Luke'}, {'name': 'Murray Alper', 'role': 'Frank Richman'}, {'name': 'John Hamilton', 'role': 'Bryan'}, {'name': 'Charles Drake', 'role': 'Reporter'}, {'name': 'Chester Gan', 'role': 'Bit Part'}, {'name': 'Creighton Hale', 'role': 'Stenographer'}, {'name': 'Robert Homans', 'role': 'Policeman'}, {'name': 'William Hopper', 'role': 'Reporter'}, {'name': 'Walter Huston', 'role': 'Captain Jacoby'}, {'name': 'Hank Mann', 'role': 'Reporter'}]",16.0,97.0,16.0,100.0,0.0,0.0,0.0,0.0,8.0,132.0,122.0,92.0,7.0,5.0,3.0,2.0,Warner Bros.,1 h 40 m,"Crime, Drama, Film-Noir, Mystery, Romance",Unknown,"Academy Awards, USA Academy Awards, USA, Photoplay Awards Photoplay Awards, National Board of Review, USA National Board of Review, USA"
https://www.metacritic.com/movie/american-graffiti/,53.American Graffiti,97,"Aug 11, 1973",PG,A couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.,George Lucas,"George Lucas, Gloria Katz, Willard Huyck","[{'name': 'Richard Dreyfuss', 'role': 'Curt'}, {'name': 'Ron Howard', 'role': 'Steve'}, {'name': 'Paul Le Mat', 'role': 'John'}, {'name': 'Charles Martin Smith', 'role': 'Terry'}, {'name': 'Cindy Williams', 'role': 'Laurie'}, {'name': 'Candy Clark', 'role': 'Debbie'}, {'name': 'Mackenzie Phillips', 'role': 'Carol'}, {'name': 'Wolfman Jack', 'role': 'Disc Jockey'}, {'name': 'Bo Hopkins', 'role': 'Joe'}, {'name': 'Manuel Padilla Jr.', 'role': 'Carlos'}, {'name': 'Beau Gentry', 'role': 'Ants'}, {'name': 'Harrison Ford', 'role': 'Bob Falfa'}, {'name': 'Jim Bohan', 'role': 'Holstein'}, {'name': 'Jana Bellan', 'role': 'Budda'}, {'name': 'Deby Celiz', 'role': 'Wendy'}, {'name': 'Lynne Marie Stewart', 'role': 'Bobbie'}, {'name': 'Terence McGovern', 'role': 'Mr. Wolfe'}, {'name': 'Kathleen Quinlan', 'role': 'Peg'}, {'name': 'Ty Crowley', 'role': 'Eddie'}, {'name': 'Scott Beach', 'role': 'Mr. Gordon'}]",15.0,97.0,15.0,100.0,0.0,0.0,0.0,0.0,7.0,138.0,107.0,78.0,22.0,16.0,9.0,7.0,"Universal Pictures, Lucasfilm, The Coppola Company",1 h 50 m,"Comedy, Drama",Unknown,"Academy Awards, USA Academy Awards, USA, Golden Globes, USA Golden Globes, USA, New York Film Critics Circle Awards New York Film Critics Circle Awards"
https://www.metacritic.com/movie/12-angry-men/,54.12 Angry Men,97,"Apr 1, 1957",TV-PG,"12 Angry Men, by Sidney Lumet, is a behind-closed-doors look at the American legal system. This iconic adaptation of Reginald Rose’s teleplay stars Henry Fonda as the dissenting member on a jury of white men ready to pass judgment on a Puerto Rican teenager charged with murdering his father. The result is a saga of epic proportions that plays out over a tense afternoon in one sweltering room.",Sidney Lumet,Reginald Rose,"[{'name': 'Henry Fonda', 'role': 'Juror 8'}, {'name': 'Lee J. Cobb', 'role': 'Juror 3'}, {'name': 'Martin Balsam', 'role': 'Juror 1'}, {'name': 'John Fiedler', 'role': 'Juror 2'}, {'name': 'E.G. Marshall', 'role': 'Juror 4'}, {'name': 'Jack Klugman', 'role': 'Juror 5'}, {'name': 'Edward Binns', 'role': 'Juror 6'}, {'name': 'Jack Warden', 'role': 'Juror 7'}, {'name': 'Joseph Sweeney', 'role': 'Juror 9'}, {'name': 'Ed Begley', 'role': 'Juror 10'}, {'name': 'George Voskovec', 'role': 'Juror 11'}, {'name': 'Robert Webber', 'role': 'Juror 12'}, {'name': 'Rudy Bond', 'role': 'Judge'}, {'name': 'Tom Gorman', 'role': 'Stenographer'}, {'name': 'James Kelly', 'role': 'Guard'}, {'name': 'Billy Nelson', 'role': 'Court Clerk'}, {'name': 'John Savoca', 'role': 'The Accused'}, {'name': 'Walter Stocker', 'role': 'Man Waiting for Elevator'}]",18.0,97.0,18.0,100.0,0.0,0.0,0.0,0.0,9.0,828.0,802.0,97.0,14.0,2.0,12.0,1.0,Orion-Nova Productions,1 h 36 m,"Crime, Drama",Unknown,"Golden Globes, USA Golden Globes, USA, Academy Awards, USA Academy Awards, USA, Berlin International Film Festival Berlin International Film Festival"
https://www.metacritic.com/movie/dumbo-1941/,55.Dumbo,96,"Oct 31, 1941",G,"This simple animated tale is set in a circus and spotlights a baby elephant, Dumbo, who is mocked and ridiculed because his ears are too big, only to be assisted by a mouse to achieve his full potential.","Samuel Armstrong, Norman Ferguson, Wilfred Jackson, Jack Kinney, Bill Roberts, Ben Sharpsteen","Joe Grant, Dick Huemer, Otto Englander, Bill Peet, Vernon Stallings, Harold Pearl, Helen Aberson, Webb Smith, Joe Rinaldi, Aurelius Battaglia","[{'name': 'Sterling Holloway', 'role': 'Mr. Stork'}, {'name': 'Edward Brophy', 'role': 'Timothy Q. Mouse'}, {'name': 'James Baskett', 'role': 'Fats Crow'}, {'name': 'Herman Bing', 'role': 'The Ringmaster'}, {'name': 'Billy Bletcher', 'role': 'Clown'}, {'name': 'Jim Carmichael', 'role': 'Dopey Crow'}, {'name': 'Hall Johnson Choir', 'role': 'Crows'}, {'name': 'Cliff Edwards', 'role': 'Dandy Crow'}, {'name': 'Verna Felton', 'role': 'The Elephant Matriarch, Mrs. Jumbo'}, {'name': 'Noreen Gammill', 'role': 'Catty the Elephant'}, {'name': 'Eddie Holden', 'role': 'Clown'}, {'name': 'Malcolm Hutton', 'role': 'Skinny'}, {'name': 'Hall Johnson', 'role': 'Deacon Crow'}, {'name': 'James MacDonald', 'role': 'Roaring Lion'}, {'name': 'Harold Manley', 'role': 'Boy'}, {'name': 'John McLeish', 'role': 'Narrator'}, {'name': 'Jack Mercer', 'role': 'Clowns'}, {'name': 'Tony Neil', 'role': 'Boy'}, {'name': 'Dorothy Scott', 'role': 'Giddy the Elephant'}, {'name': 'Sarah Selby', 'role': 'Prissy the Elephant'}]",11.0,96.0,11.0,100.0,0.0,0.0,0.0,0.0,7.0,239.0,184.0,77.0,48.0,20.0,7.0,3.0,"Walt Disney Animation Studios, Walt Disney Productions",1 h 4 m,"Animation, Adventure, Drama, Family, Fantasy, Musical",http://movies.disney.com/dumbo,"Academy Awards, USA Academy Awards, USA, Cannes Film Festival Cannes Film Festival, National Board of Review, USA National Board of Review, USA"
https://www.metacritic.com/movie/roma/,56.Roma,96,"Nov 21, 2018",R,"Roma follows Cleo (Yalitza Aparicio), a young domestic worker for a family in the middle-class neighborhood of Roma in Mexico City. Delivering an artful love letter to the women who raised him, Cuarón draws on his own childhood to create a vivid and emotional portrait of domestic strife and social hierarchy amidst political turmoil of the 1970s. [Netflix]",Alfonso Cuarón,Alfonso Cuarón,"[{'name': 'Yalitza Aparicio', 'role': 'Cleo'}, {'name': 'Marina de Tavira', 'role': 'Sra. Sofía'}, {'name': 'Diego Cortina Autrey', 'role': 'Toño'}, {'name': 'Carlos Peralta', 'role': 'Paco'}, {'name': 'Marco Graf', 'role': 'Pepe'}, {'name': 'Daniela Demesa', 'role': 'Sofi'}, {'name': 'Nancy García García', 'role': 'Adela'}, {'name': 'Verónica García', 'role': 'Sra. Teresa'}, {'name': 'Andy Cortés', 'role': 'Ignacio'}, {'name': 'Fernando Grediaga', 'role': 'Sr. Antonio'}, {'name': 'Jorge Antonio Guerrero', 'role': 'Fermín'}, {'name': 'José Manuel Guerrero Mendoza', 'role': 'Ramón'}, {'name': 'Latin Lover', 'role': 'Profesor Zovek'}, {'name': 'Zarela Lizbeth Chinolla Arellano', 'role': 'Dra. Velez'}, {'name': 'José Luis López Gómez', 'role': 'Pediatra'}, {'name': 'Edwin Mendoza Ramírez', 'role': 'Médico Residente'}, {'name': 'Clementina Guadarrama', 'role': 'Benita'}, {'name': 'Enoc Leaño', 'role': 'Político'}, {'name': 'Nicolás Peréz Taylor Félix', 'role': 'Beto Pardo'}, {'name': 'Kjartan Halvorsen', 'role': 'Ove Larsen'}]",50.0,96.0,50.0,100.0,0.0,0.0,0.0,0.0,7.0,945.0,735.0,78.0,103.0,11.0,107.0,11.0,"Esperanto Filmoj, Participant, Pimienta Films",2 h 15 m,Drama,https://www.romamovie.com/,"Academy Awards, USA Academy Awards, USA, Golden Globes, USA Golden Globes, USA, Ariel Awards, Mexico Ariel Awards, Mexico"
https://www.metacritic.com/movie/man-with-a-movie-camera/,57.Man with a Movie Camera,96,"May 12, 1929",Unknown,"A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.",Dziga Vertov,Dziga Vertov,"[{'name': 'Mikhail Kaufman', 'role': 'The Cameraman'}, {'name': 'Elizaveta Svilova', 'role': 'Woman editing film'}]",16.0,96.0,15.0,94.0,0.0,6.0,0.0,0.0,7.0,23.0,18.0,78.0,11.0,4.0,4.0,17.0,Vseukrainske Foto Kino Upravlinnia (VUFKU),1 h 8 m,Documentary,http://www.dovzhenkocentre.org/film/177/,"Cinema Eye Honors Awards, US Cinema Eye Honors Awards, US, Village Voice Film Poll Village Voice Film Poll"
https://www.metacritic.com/movie/spirited-away/,58.Spirited Away,96,"Sep 20, 2002",PG,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free herself and return her family to the outside world. [Walt Disney Studios]",Hayao Miyazaki,Hayao Miyazaki,"[{'name': 'Daveigh Chase', 'role': 'Chihiro'}, {'name': 'Suzanne Pleshette', 'role': 'Yubaba, Zeniba'}, {'name': 'Miyu Irino', 'role': 'Haku'}, {'name': 'Rumi Hiiragi', 'role': 'Chihiro'}, {'name': 'Mari Natsuki', 'role': 'Yubaba, Zeniba'}, {'name': 'Takashi Naitô', 'role': 'Father'}, {'name': 'Yasuko Sawaguchi', 'role': 'Mother'}, {'name': 'Tatsuya Gashûin', 'role': 'Aogaeru'}, {'name': 'Ryunosuke Kamiki', 'role': 'Bô'}, {'name': 'Yumi Tamai', 'role': 'Rin'}, {'name': 'Yô Ôizumi', 'role': 'Bandai-gaeru'}, {'name': 'Koba Hayashi', 'role': 'Kawa no Kami'}, {'name': 'Tsunehiko Kamijô', 'role': 'Chichiyaku'}, {'name': 'Takehiko Ono', 'role': 'Aniyaku'}, {'name': 'Bunta Sugawara', 'role': 'Kamajî'}, {'name': 'Shigeru Wakita', 'role': None}, {'name': 'Shirô Saitô', 'role': None}, {'name': 'Michiko Yamamoto', 'role': None}, {'name': 'Keiko Tsukamoto', 'role': None}, {'name': 'Akio Nakamura', 'role': 'Kaonashi'}]",41.0,96.0,41.0,100.0,0.0,0.0,0.0,0.0,9.0,84.0,1871.0,94.0,62.0,3.0,61.0,3.0,"Tokuma Shoten, Studio Ghibli, Nippon Television Network (NTV), Dentsu, Buena Vista Home Entertainment, Tohokushinsha Film Corporation (TFC), Mitsubishi",2 h 5 m,"Animation, Adventure, Family, Fantasy",http://movies.disney.com/spirited-away,"Academy Awards, USA Academy Awards, USA, Tokyo Anime Award Tokyo Anime Award, Mainichi Film Concours Mainichi Film Concours"
https://www.metacritic.com/movie/toy-story/,59.Toy Story,96,"Nov 22, 1995",G,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences. [Pixar]",John Lasseter,"John Lasseter, Pete Docter, Andrew Stanton, Joe Ranft, Joss Whedon, Joel Cohen, Alec Sokolow","[{'name': 'Tom Hanks', 'role': 'Woody'}, {'name': 'Tim Allen', 'role': 'Buzz Lightyear'}, {'name': 'Don Rickles', 'role': 'Mr. Potato Head'}, {'name': 'Jim Varney', 'role': 'Slinky Dog'}, {'name': 'Wallace Shawn', 'role': 'Rex'}, {'name': 'John Ratzenberger', 'role': 'Hamm'}, {'name': 'Annie Potts', 'role': 'Bo Peep'}, {'name': 'John Morris', 'role': 'Andy'}, {'name': 'Erik von Detten', 'role': 'Sid'}, {'name': 'Laurie Metcalf', 'role': 'Mrs. Davis'}, {'name': 'R. Lee Ermey', 'role': 'Sergeant'}, {'name': 'Sarah Rayne', 'role': 'Hannah'}, {'name': 'Penn Jillette', 'role': 'TV Announcer'}, {'name': 'Jack Angel', 'role': 'Shark, Rocky Gibraltar'}, {'name': 'Spencer Aste', 'role': 'Wounded Soldier'}, {'name': 'Greg Berg', 'role': 'Local Announcer'}, {'name': 'Lisa Bradley', 'role': 'Kid'}, {'name': 'Kendall Cunningham', 'role': 'Kid'}, {'name': 'Debi Derryberry', 'role': 'Aliens, Pizza Planet Announcer'}, {'name': 'Cody Dorkin', 'role': 'Kid'}]",26.0,96.0,26.0,100.0,0.0,0.0,0.0,0.0,8.0,84.0,1760.0,95.0,69.0,4.0,27.0,1.0,"Walt Disney Pictures, Pixar Animation Studios",1 h 21 m,"Animation, Adventure, Comedy, Family, Fantasy",http://toystory.disney.com/toy-story,"Academy Awards, USA Academy Awards, USA, Golden Globes, USA Golden Globes, USA, Annie Awards Annie Awards"
https://www.metacritic.com/movie/killer-of-sheep/,60.Killer of Sheep,96,"Mar 30, 2007",Unknown,"Killer of Sheep examines the black Los Angeles ghetto of Watts in the mid-1970s through the eyes of Stan, a sensitive dreamer who is growing detached and numb from the psychic toll of working at a slaughterhouse. The film offers no solutions; it merely presents life -- sometimes hauntingly bleak, sometimes filled with transcendent joy and gentle humor. [Milestone Film & Video]",Charles Burnett,Charles Burnett,"[{'name': 'Henry G. Sanders', 'role': 'Stan'}, {'name': 'Kaycee Moore', 'role': ""Stan's Wife""}, {'name': 'Charles Bracy', 'role': 'Bracy'}, {'name': 'Angela Burnett', 'role': ""Stan's Daughter""}, {'name': 'Eugene Cherry', 'role': 'Eugene'}, {'name': 'Jack Drummond', 'role': 'Stan Jr.'}, {'name': 'Slim', 'role': None}, {'name': 'Delores Farley', 'role': 'Delores'}, {'name': 'Dorothy Stengel', 'role': None}, {'name': 'Tobar Mayo', 'role': None}, {'name': 'Chris Terrill', 'role': None}, {'name': 'Lawrence Pierott', 'role': None}, {'name': 'Russell Miles', 'role': None}, {'name': 'Homer Jai', 'role': None}, {'name': 'Johnny Smoke', 'role': None}, {'name': 'Paul Reed', 'role': None}, {'name': 'Steven Lee', 'role': None}, {'name': 'Charles Davis', 'role': None}, {'name': 'Cecil Davis', 'role': None}, {'name': 'Carlos Davis', 'role': None}]",24.0,96.0,24.0,100.0,0.0,0.0,0.0,0.0,7.0,31.0,26.0,84.0,2.0,6.0,3.0,10.0,Milestone Films,1 h 20 m,Drama,http://www.killerofsheep.com/,"New York Film Critics Circle Awards New York Film Critics Circle Awards, Berlin International Film Festival Berlin International Film Festival, National Film Preservation Board, USA National Film Preservation Board, USA"
